2.8729 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.4795 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [2560, 1600]. Using actual size
8.0848 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027F868DF280>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027F87C6A520>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0850 	EXP 	window1: mouseVisible = True
8.0852 	EXP 	window1: mouseVisible = False
8.0852 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0852 	EXP 	window1: recordFrameIntervals = False
8.2038 	EXP 	window1: recordFrameIntervals = True
8.2908 	WARNING 	t of last frame was 14.67ms (=1/68)
8.4404 	EXP 	Screen (0) actual frame rate measured at 84.60Hz
8.4404 	EXP 	window1: recordFrameIntervals = False
11.9058 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press to begin\n', units='height', win=Window(...), wrapWidth=1)
11.9107 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9146 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9183 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9223 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9259 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9298 	EXP 	Created image_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9337 	EXP 	Created image_7 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9375 	EXP 	Created image_8 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9415 	EXP 	Created image_9 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9452 	EXP 	Created image_10 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.9595 	EXP 	text_2: autoDraw = True
13.1923 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
13.2048 	WARNING 	Requested image '5_of_diamonds' not found but similar filename '5_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
13.2167 	WARNING 	Requested image '6_of_diamonds' not found but similar filename '6_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
13.2369 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
13.2499 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
13.2624 	WARNING 	Requested image '5_of_hearts' not found but similar filename '5_of_hearts.png' exists. This will be used instead but changing the filename is advised.
13.2743 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
13.2860 	WARNING 	Requested image '8_of_spades' not found but similar filename '8_of_spades.png' exists. This will be used instead but changing the filename is advised.
13.2971 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
13.3240 	DATA 	Keypress: space
13.3302 	EXP 	text_2: autoDraw = False
13.3302 	EXP 	image: image = '2_of_hearts'
13.3302 	EXP 	image_2: image = '5_of_diamonds'
13.3302 	EXP 	image_3: image = '6_of_diamonds'
13.3302 	EXP 	image_4: image = 'queen_of_spades'
13.3302 	EXP 	image_5: image = 'queen_of_hearts'
13.3302 	EXP 	image_6: image = '5_of_hearts'
13.3302 	EXP 	image_7: image = '9_of_hearts'
13.3302 	EXP 	image_8: image = '8_of_spades'
13.3302 	EXP 	image_9: image = '7_of_spades'
13.3302 	EXP 	image: autoDraw = True
13.3302 	EXP 	image_2: autoDraw = True
13.3302 	EXP 	image_3: autoDraw = True
13.3302 	EXP 	image_4: autoDraw = True
13.3302 	EXP 	image_5: autoDraw = True
13.3302 	EXP 	image_6: autoDraw = True
13.3302 	EXP 	image_7: autoDraw = True
13.3302 	EXP 	image_8: autoDraw = True
13.3302 	EXP 	image_9: autoDraw = True
20.7513 	EXP 	Created sequence: random, trialTypes=1, nReps=50, seed=None
20.7518 	EXP 	New trial (rep=0, index=0): None
20.7523 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
20.7657 	DATA 	Keypress: space
20.7720 	EXP 	image: autoDraw = False
20.7720 	EXP 	image_2: autoDraw = False
20.7720 	EXP 	image_3: autoDraw = False
20.7720 	EXP 	image_4: autoDraw = False
20.7720 	EXP 	image_5: autoDraw = False
20.7720 	EXP 	image_6: autoDraw = False
20.7720 	EXP 	image_7: autoDraw = False
20.7720 	EXP 	image_8: autoDraw = False
20.7720 	EXP 	image_9: autoDraw = False
20.7720 	EXP 	image_10: image = 'queen_of_spades'
21.0450 	EXP 	image_10: autoDraw = True
22.3361 	EXP 	New trial (rep=1, index=0): None
22.3365 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
22.3533 	EXP 	image_10: autoDraw = False
22.3533 	EXP 	image_10: autoDraw = False
22.3533 	EXP 	image_10: image = '2_of_hearts'
22.6438 	EXP 	image_10: autoDraw = True
23.9354 	EXP 	New trial (rep=2, index=0): None
23.9358 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
23.9530 	EXP 	image_10: autoDraw = False
23.9530 	EXP 	image_10: autoDraw = False
23.9530 	EXP 	image_10: image = '2_of_hearts'
24.2446 	EXP 	image_10: autoDraw = True
25.5360 	EXP 	New trial (rep=3, index=0): None
25.5364 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
25.5531 	EXP 	image_10: autoDraw = False
25.5531 	EXP 	image_10: autoDraw = False
25.5531 	EXP 	image_10: image = '2_of_hearts'
25.8442 	EXP 	image_10: autoDraw = True
27.1355 	EXP 	New trial (rep=4, index=0): None
27.1359 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
27.1530 	EXP 	image_10: autoDraw = False
27.1530 	EXP 	image_10: autoDraw = False
27.1530 	EXP 	image_10: image = '7_of_spades'
27.4492 	EXP 	image_10: autoDraw = True
28.7418 	EXP 	New trial (rep=5, index=0): None
28.7422 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
28.7589 	EXP 	image_10: autoDraw = False
28.7589 	EXP 	image_10: autoDraw = False
28.7589 	EXP 	image_10: image = '9_of_hearts'
29.0440 	EXP 	image_10: autoDraw = True
30.3346 	EXP 	New trial (rep=6, index=0): None
30.3350 	WARNING 	Requested image '5_of_diamonds' not found but similar filename '5_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
30.3520 	EXP 	image_10: autoDraw = False
30.3520 	EXP 	image_10: autoDraw = False
30.3520 	EXP 	image_10: image = '5_of_diamonds'
30.6487 	EXP 	image_10: autoDraw = True
31.9411 	EXP 	New trial (rep=7, index=0): None
31.9416 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
31.9590 	EXP 	image_10: autoDraw = False
31.9590 	EXP 	image_10: autoDraw = False
31.9590 	EXP 	image_10: image = 'queen_of_spades'
32.2487 	EXP 	image_10: autoDraw = True
33.5399 	EXP 	New trial (rep=8, index=0): None
33.5404 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
33.5577 	EXP 	image_10: autoDraw = False
33.5577 	EXP 	image_10: autoDraw = False
33.5577 	EXP 	image_10: image = '7_of_spades'
33.8493 	EXP 	image_10: autoDraw = True
35.1420 	EXP 	New trial (rep=9, index=0): None
35.1426 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
35.1595 	EXP 	image_10: autoDraw = False
35.1595 	EXP 	image_10: autoDraw = False
35.1595 	EXP 	image_10: image = '9_of_hearts'
35.4485 	EXP 	image_10: autoDraw = True
36.7455 	EXP 	New trial (rep=10, index=0): None
36.7459 	WARNING 	Requested image '8_of_spades' not found but similar filename '8_of_spades.png' exists. This will be used instead but changing the filename is advised.
36.7701 	EXP 	image_10: autoDraw = False
36.7701 	EXP 	image_10: autoDraw = False
36.7701 	EXP 	image_10: image = '8_of_spades'
37.0535 	EXP 	image_10: autoDraw = True
38.3460 	EXP 	New trial (rep=11, index=0): None
38.3464 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
38.3753 	EXP 	image_10: autoDraw = False
38.3753 	EXP 	image_10: autoDraw = False
38.3753 	EXP 	image_10: image = '7_of_spades'
38.6534 	EXP 	image_10: autoDraw = True
39.9458 	EXP 	New trial (rep=12, index=0): None
39.9462 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
39.9629 	EXP 	image_10: autoDraw = False
39.9629 	EXP 	image_10: autoDraw = False
39.9629 	EXP 	image_10: image = '9_of_hearts'
40.2485 	EXP 	image_10: autoDraw = True
41.5399 	EXP 	New trial (rep=13, index=0): None
41.5404 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
41.5570 	EXP 	image_10: autoDraw = False
41.5570 	EXP 	image_10: autoDraw = False
41.5570 	EXP 	image_10: image = 'queen_of_hearts'
41.8531 	EXP 	image_10: autoDraw = True
43.1508 	EXP 	New trial (rep=14, index=0): None
43.1512 	WARNING 	Requested image '5_of_diamonds' not found but similar filename '5_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
43.1695 	EXP 	image_10: autoDraw = False
43.1695 	EXP 	image_10: image = '5_of_diamonds'
43.4479 	EXP 	image_10: autoDraw = True
44.7447 	EXP 	New trial (rep=15, index=0): None
44.7451 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
44.7625 	EXP 	image_10: autoDraw = False
44.7625 	EXP 	image_10: autoDraw = False
44.7625 	EXP 	image_10: image = '9_of_hearts'
45.0532 	EXP 	image_10: autoDraw = True
46.3446 	EXP 	New trial (rep=16, index=0): None
46.3450 	WARNING 	Requested image '5_of_hearts' not found but similar filename '5_of_hearts.png' exists. This will be used instead but changing the filename is advised.
46.3628 	EXP 	image_10: autoDraw = False
46.3628 	EXP 	image_10: autoDraw = False
46.3628 	EXP 	image_10: image = '5_of_hearts'
46.6528 	EXP 	image_10: autoDraw = True
47.9443 	EXP 	New trial (rep=17, index=0): None
47.9447 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
47.9626 	EXP 	image_10: autoDraw = False
47.9626 	EXP 	image_10: autoDraw = False
47.9626 	EXP 	image_10: image = '9_of_hearts'
48.2527 	EXP 	image_10: autoDraw = True
49.5440 	EXP 	New trial (rep=18, index=0): None
49.5444 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
49.5622 	EXP 	image_10: autoDraw = False
49.5622 	EXP 	image_10: autoDraw = False
49.5622 	EXP 	image_10: image = 'queen_of_spades'
49.8528 	EXP 	image_10: autoDraw = True
51.1501 	EXP 	New trial (rep=19, index=0): None
51.1505 	WARNING 	Requested image '5_of_diamonds' not found but similar filename '5_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
51.1678 	EXP 	image_10: autoDraw = False
51.1678 	EXP 	image_10: autoDraw = False
51.1678 	EXP 	image_10: image = '5_of_diamonds'
51.4484 	EXP 	image_10: autoDraw = True
52.7389 	EXP 	New trial (rep=20, index=0): None
52.7394 	WARNING 	Requested image '8_of_spades' not found but similar filename '8_of_spades.png' exists. This will be used instead but changing the filename is advised.
52.7674 	EXP 	image_10: autoDraw = False
52.7674 	EXP 	image_10: autoDraw = False
52.7674 	EXP 	image_10: image = '8_of_spades'
53.0471 	EXP 	image_10: autoDraw = True
54.3394 	EXP 	New trial (rep=21, index=0): None
54.3398 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
54.3614 	EXP 	image_10: autoDraw = False
54.3614 	EXP 	image_10: autoDraw = False
54.3614 	EXP 	image_10: image = '2_of_hearts'
54.6457 	EXP 	image_10: autoDraw = True
55.9437 	EXP 	New trial (rep=22, index=0): None
55.9442 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
55.9613 	EXP 	image_10: autoDraw = False
55.9613 	EXP 	image_10: autoDraw = False
55.9613 	EXP 	image_10: image = 'queen_of_spades'
56.2462 	EXP 	image_10: autoDraw = True
57.5431 	EXP 	New trial (rep=23, index=0): None
57.5436 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
57.5609 	EXP 	image_10: autoDraw = False
57.5609 	EXP 	image_10: autoDraw = False
57.5609 	EXP 	image_10: image = '9_of_hearts'
57.8464 	EXP 	image_10: autoDraw = True
59.1373 	EXP 	New trial (rep=24, index=0): None
59.1377 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
59.1565 	EXP 	image_10: autoDraw = False
59.1565 	EXP 	image_10: autoDraw = False
59.1565 	EXP 	image_10: image = '2_of_hearts'
59.4515 	EXP 	image_10: autoDraw = True
60.7443 	EXP 	New trial (rep=25, index=0): None
60.7447 	WARNING 	Requested image '2_of_hearts' not found but similar filename '2_of_hearts.png' exists. This will be used instead but changing the filename is advised.
60.7666 	EXP 	image_10: autoDraw = False
60.7666 	EXP 	image_10: autoDraw = False
60.7666 	EXP 	image_10: image = '2_of_hearts'
61.0448 	EXP 	image_10: autoDraw = True
62.3368 	EXP 	New trial (rep=26, index=0): None
62.3373 	WARNING 	Requested image 'queen_of_spades' not found but similar filename 'queen_of_spades.png' exists. This will be used instead but changing the filename is advised.
62.3545 	EXP 	image_10: autoDraw = False
62.3545 	EXP 	image_10: autoDraw = False
62.3545 	EXP 	image_10: image = 'queen_of_spades'
62.6456 	EXP 	image_10: autoDraw = True
63.9367 	EXP 	New trial (rep=27, index=0): None
63.9371 	WARNING 	Requested image '6_of_diamonds' not found but similar filename '6_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
63.9537 	EXP 	image_10: autoDraw = False
63.9537 	EXP 	image_10: autoDraw = False
63.9537 	EXP 	image_10: image = '6_of_diamonds'
64.2508 	EXP 	image_10: autoDraw = True
65.5430 	EXP 	New trial (rep=28, index=0): None
65.5434 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
65.5599 	EXP 	image_10: autoDraw = False
65.5599 	EXP 	image_10: autoDraw = False
65.5599 	EXP 	image_10: image = 'queen_of_hearts'
65.8502 	EXP 	image_10: autoDraw = True
67.1436 	EXP 	New trial (rep=29, index=0): None
67.1440 	WARNING 	Requested image '6_of_diamonds' not found but similar filename '6_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
67.1613 	EXP 	image_10: autoDraw = False
67.1613 	EXP 	image_10: autoDraw = False
67.1613 	EXP 	image_10: image = '6_of_diamonds'
67.4448 	EXP 	image_10: autoDraw = True
68.7363 	EXP 	New trial (rep=30, index=0): None
68.7367 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
68.7531 	EXP 	image_10: autoDraw = False
68.7531 	EXP 	image_10: autoDraw = False
68.7531 	EXP 	image_10: image = 'queen_of_hearts'
69.0448 	EXP 	image_10: autoDraw = True
70.3363 	EXP 	New trial (rep=31, index=0): None
70.3367 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
70.3541 	EXP 	image_10: autoDraw = False
70.3541 	EXP 	image_10: autoDraw = False
70.3541 	EXP 	image_10: image = 'queen_of_hearts'
70.6444 	EXP 	image_10: autoDraw = True
71.9358 	EXP 	New trial (rep=32, index=0): None
71.9363 	WARNING 	Requested image '5_of_diamonds' not found but similar filename '5_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
71.9534 	EXP 	image_10: autoDraw = False
71.9534 	EXP 	image_10: autoDraw = False
71.9534 	EXP 	image_10: image = '5_of_diamonds'
72.2442 	EXP 	image_10: autoDraw = True
73.5362 	EXP 	New trial (rep=33, index=0): None
73.5366 	WARNING 	Requested image '9_of_hearts' not found but similar filename '9_of_hearts.png' exists. This will be used instead but changing the filename is advised.
73.5524 	EXP 	image_10: autoDraw = False
73.5524 	EXP 	image_10: autoDraw = False
73.5524 	EXP 	image_10: image = '9_of_hearts'
73.8444 	EXP 	image_10: autoDraw = True
75.1415 	EXP 	New trial (rep=34, index=0): None
75.1419 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
75.1596 	EXP 	image_10: autoDraw = False
75.1596 	EXP 	image_10: autoDraw = False
75.1596 	EXP 	image_10: image = '7_of_spades'
75.4443 	EXP 	image_10: autoDraw = True
76.7368 	EXP 	New trial (rep=35, index=0): None
76.7373 	WARNING 	Requested image '7_of_spades' not found but similar filename '7_of_spades.png' exists. This will be used instead but changing the filename is advised.
76.7540 	EXP 	image_10: autoDraw = False
76.7540 	EXP 	image_10: autoDraw = False
76.7540 	EXP 	image_10: image = '7_of_spades'
77.0492 	EXP 	image_10: autoDraw = True
78.3409 	EXP 	New trial (rep=36, index=0): None
78.3413 	WARNING 	Requested image 'queen_of_hearts' not found but similar filename 'queen_of_hearts.png' exists. This will be used instead but changing the filename is advised.
78.3585 	EXP 	image_10: autoDraw = False
78.3585 	EXP 	image_10: autoDraw = False
78.3585 	EXP 	image_10: image = 'queen_of_hearts'
78.6440 	EXP 	image_10: autoDraw = True
79.9344 	EXP 	New trial (rep=37, index=0): None
